study_id,effect_id,f_profile_id,profile_signature_id,signature_source_n,signature_allocated_n,signature_empirical_share,signature_panel_share,missing_demographic_fields,GENDER,pid_3,age_5,EDUC4,ideo_3,race_4
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F462,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F463,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F464,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F465,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F466,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F467,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F468,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F469,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F470,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F471,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F472,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F473,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F474,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F475,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F476,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F477,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F478,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F479,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F480,5e5e7b32ee6dce10,43,22,0.04339051463168517,0.044,race_4,Female,Democrat,Younger than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F481,f529fa3952ba72b1,10,5,0.010090817356205853,0.01,race_4,Male,Republican,Older than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F482,f529fa3952ba72b1,10,5,0.010090817356205853,0.01,race_4,Male,Republican,Older than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F483,f529fa3952ba72b1,10,5,0.010090817356205853,0.01,race_4,Male,Republican,Older than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F484,f529fa3952ba72b1,10,5,0.010090817356205853,0.01,race_4,Male,Republican,Older than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F485,f529fa3952ba72b1,10,5,0.010090817356205853,0.01,race_4,Male,Republican,Older than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F486,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F487,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F488,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F489,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F490,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F491,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F492,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F493,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F494,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F495,84697e87429870d3,20,10,0.020181634712411706,0.02,,Male,Independent,Older than 50,,,White
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F496,f00279a4de30fb2a,4,2,0.004036326942482341,0.004,race_4,Male,Independent,Older than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F497,f00279a4de30fb2a,4,2,0.004036326942482341,0.004,race_4,Male,Independent,Older than 50,,,
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F498,0bcfa4691460cdd4,6,3,0.006054490413723511,0.006,,Female,Independent,Younger than 50,,,Black
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F499,0bcfa4691460cdd4,6,3,0.006054490413723511,0.006,,Female,Independent,Younger than 50,,,Black
Campbell1308,Campbell1308:Gender Roles:hyp1,Campbell1308__168cc51244809939__F500,0bcfa4691460cdd4,6,3,0.006054490413723511,0.006,,Female,Independent,Younger than 50,,,Black
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F001,33e39afcc75570f5,5,3,0.0051387461459403904,0.006,,Male,Republican,Younger than 50,,,Black
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F002,33e39afcc75570f5,5,3,0.0051387461459403904,0.006,,Male,Republican,Younger than 50,,,Black
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F003,33e39afcc75570f5,5,3,0.0051387461459403904,0.006,,Male,Republican,Younger than 50,,,Black
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F004,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F005,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F006,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F007,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F008,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F009,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F010,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F011,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F012,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F013,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F014,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F015,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F016,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F017,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F018,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F019,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F020,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F021,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F022,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F023,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F024,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F025,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F026,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F027,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F028,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F029,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F030,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F031,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F032,fed839dd4b029ee9,57,29,0.05858170606372045,0.058,,Female,Republican,Younger than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F033,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F034,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F035,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F036,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F037,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F038,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F039,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F040,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F041,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F042,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F043,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F044,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F045,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F046,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F047,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F048,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F049,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F050,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F051,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F052,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F053,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F054,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F055,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F056,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F057,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F058,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F059,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F060,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F061,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F062,73e61ce331c3388f,58,30,0.05960945529290853,0.06,,Male,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F063,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F064,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F065,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F066,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F067,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F068,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F069,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F070,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F071,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F072,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F073,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F074,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F075,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F076,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F077,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F078,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F079,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F080,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F081,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F082,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F083,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F084,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F085,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F086,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F087,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F088,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F089,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F090,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F091,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F092,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F093,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F094,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F095,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F096,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F097,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F098,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F099,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F100,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F101,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F102,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F103,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F104,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F105,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
Campbell1308,Campbell1308:Political Engagement:hyp1,Campbell1308__1e3b0b94992df64e__F106,f0093d8a2b87e9ed,91,47,0.09352517985611511,0.094,,Female,Democrat,Older than 50,,,White
